Site Name ,EXTRA-FRCH,,,
Site Number ,6,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11618,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
7266,26/08/2020 , 05:30:00,0,0
7267,26/08/2020 , 05:45:00,7,7
7268,26/08/2020 , 06:00:00,30,30
7269,26/08/2020 , 06:15:00,92,92
7270,26/08/2020 , 06:30:00,204,204
7271,26/08/2020 , 06:45:00,425,425
7272,26/08/2020 , 07:00:00,716,716
7273,26/08/2020 , 07:15:00,1021,1021
7274,26/08/2020 , 07:30:00,1321,1321
7275,26/08/2020 , 07:45:00,1659,1659
7276,26/08/2020 , 08:00:00,2058,2058
7277,26/08/2020 , 08:15:00,2720,2720
7278,26/08/2020 , 08:30:00,3298,3298
7279,26/08/2020 , 08:45:00,4643,4643
7280,26/08/2020 , 09:00:00,6395,6395
7281,26/08/2020 , 09:15:00,6130,6130
7282,26/08/2020 , 09:30:00,5425,5425
7283,26/08/2020 , 09:45:00,5228,5228
7284,26/08/2020 , 10:00:00,4899,4899
7285,26/08/2020 , 10:15:00,5753,5753
7286,26/08/2020 , 10:30:00,6204,6204
7287,26/08/2020 , 10:45:00,5803,5803
7288,26/08/2020 , 11:00:00,5954,5954
7289,26/08/2020 , 11:15:00,6916,6916
7290,26/08/2020 , 11:30:00,7050,7050
7291,26/08/2020 , 11:45:00,6999,6999
7292,26/08/2020 , 12:00:00,8555,8555
7293,26/08/2020 , 12:15:00,10368,10368
7294,26/08/2020 , 12:30:00,9986,9986
7295,26/08/2020 , 12:45:00,7125,7125
7296,26/08/2020 , 13:00:00,6480,6480
7297,26/08/2020 , 13:15:00,7453,7453
7298,26/08/2020 , 13:30:00,6134,6134
7299,26/08/2020 , 13:45:00,6836,6836
7300,26/08/2020 , 14:00:00,7998,7998
7301,26/08/2020 , 14:15:00,12218,12218
7302,26/08/2020 , 14:30:00,13100,13100
7303,26/08/2020 , 14:45:00,8474,8474
7304,26/08/2020 , 15:00:00,8974,8974
7305,26/08/2020 , 15:15:00,11775,11775
7306,26/08/2020 , 15:30:00,9634,9634
7307,26/08/2020 , 15:45:00,4793,4793
7308,26/08/2020 , 16:00:00,5558,5558
7309,26/08/2020 , 16:15:00,4968,4968
7310,26/08/2020 , 16:30:00,5236,5236
7311,26/08/2020 , 16:45:00,4670,4670
7312,26/08/2020 , 17:00:00,9533,9533
7313,26/08/2020 , 17:15:00,11101,11101
7314,26/08/2020 , 17:30:00,17665,17665
7315,26/08/2020 , 17:45:00,13626,13626
7316,26/08/2020 , 18:00:00,12097,12097
7317,26/08/2020 , 18:15:00,8897,8897
7318,26/08/2020 , 18:30:00,7679,7679
7319,26/08/2020 , 18:45:00,6626,6626
7320,26/08/2020 , 19:00:00,5274,5274
7321,26/08/2020 , 19:15:00,3657,3657
7322,26/08/2020 , 19:30:00,4192,4192
7323,26/08/2020 , 19:45:00,3207,3207
7324,26/08/2020 , 20:00:00,2589,2589
7325,26/08/2020 , 20:15:00,1838,1838
7326,26/08/2020 , 20:30:00,1504,1504
7327,26/08/2020 , 20:45:00,1140,1140
7328,26/08/2020 , 21:00:00,827,827
7329,26/08/2020 , 21:15:00,433,433
7330,26/08/2020 , 21:30:00,160,160
7331,26/08/2020 , 21:45:00,64,64
7332,26/08/2020 , 22:00:00,18,18
7333,26/08/2020 , 22:15:00,3,3
7334,26/08/2020 , 22:30:00,0,0
7335,26/08/2020 , 22:45:00,0,0
7336,26/08/2020 , 23:00:00,0,0
7337,26/08/2020 , 23:15:00,0,0
7338,26/08/2020 , 23:30:00,0,0
7339,26/08/2020 , 23:45:00,0,0
7340,26/08/2020 , 24:00:00,0,0
7341,27/08/2020 , 00:15:00,0,0
7342,27/08/2020 , 00:30:00,0,0
7343,27/08/2020 , 00:45:00,0,0
7344,27/08/2020 , 01:00:00,0,0
7345,27/08/2020 , 01:15:00,0,0
7346,27/08/2020 , 01:30:00,0,0
7347,27/08/2020 , 01:45:00,0,0
7348,27/08/2020 , 02:00:00,0,0
7349,27/08/2020 , 02:15:00,0,0
7350,27/08/2020 , 02:30:00,0,0
7351,27/08/2020 , 02:45:00,0,0
7352,27/08/2020 , 03:00:00,0,0
7353,27/08/2020 , 03:15:00,0,0
7354,27/08/2020 , 03:30:00,0,0
7355,27/08/2020 , 03:45:00,0,0
7356,27/08/2020 , 04:00:00,0,0
7357,27/08/2020 , 04:15:00,0,0
7358,27/08/2020 , 04:30:00,0,0
7359,27/08/2020 , 04:45:00,0,0
7360,27/08/2020 , 05:00:00,0,0
7361,27/08/2020 , 05:15:00,0,0
7362,27/08/2020 , 05:30:00,0,0
7363,27/08/2020 , 05:45:00,5,5
7364,27/08/2020 , 06:00:00,30,30
7365,27/08/2020 , 06:15:00,101,101
7366,27/08/2020 , 06:30:00,233,233
7367,27/08/2020 , 06:45:00,458,458
7368,27/08/2020 , 07:00:00,761,761
7369,27/08/2020 , 07:15:00,1139,1139
7370,27/08/2020 , 07:30:00,1404,1404
7371,27/08/2020 , 07:45:00,1956,1956
7372,27/08/2020 , 08:00:00,1608,1608
7373,27/08/2020 , 08:15:00,2187,2187
7374,27/08/2020 , 08:30:00,3145,3145
7375,27/08/2020 , 08:45:00,4802,4802
7376,27/08/2020 , 09:00:00,4960,4960
7377,27/08/2020 , 09:15:00,5463,5463
7378,27/08/2020 , 09:30:00,5663,5663
7379,27/08/2020 , 09:45:00,6124,6124
7380,27/08/2020 , 10:00:00,6121,6121
7381,27/08/2020 , 10:15:00,7759,7759
7382,27/08/2020 , 10:30:00,8760,8760
7383,27/08/2020 , 10:45:00,9797,9797
7384,27/08/2020 , 11:00:00,10832,10832
7385,27/08/2020 , 11:15:00,13147,13147
7386,27/08/2020 , 11:30:00,13649,13649
7387,27/08/2020 , 11:45:00,19400,19400
7388,27/08/2020 , 12:00:00,19235,19235
7389,27/08/2020 , 12:15:00,24721,24721
7390,27/08/2020 , 12:30:00,28497,28497
7391,27/08/2020 , 12:45:00,31987,31987
7392,27/08/2020 , 13:00:00,20109,20109
7393,27/08/2020 , 13:15:00,20156,20156
7394,27/08/2020 , 13:30:00,26088,26088
7395,27/08/2020 , 13:45:00,25141,25141
7396,27/08/2020 , 14:00:00,38997,38997
7397,27/08/2020 , 14:15:00,32623,32623
7398,27/08/2020 , 14:30:00,18857,18857
7399,27/08/2020 , 14:45:00,16618,16618
7400,27/08/2020 , 15:00:00,18839,18839
7401,27/08/2020 , 15:15:00,10575,10575
7402,27/08/2020 , 15:30:00,5344,5344
7403,27/08/2020 , 15:45:00,12138,12138
7404,27/08/2020 , 16:00:00,11489,11489
7405,27/08/2020 , 16:15:00,10500,10500
7406,27/08/2020 , 16:30:00,13354,13354
7407,27/08/2020 , 16:45:00,11764,11764
7408,27/08/2020 , 17:00:00,10921,10921
7409,27/08/2020 , 17:15:00,9102,9102
7410,27/08/2020 , 17:30:00,8179,8179
7411,27/08/2020 , 17:45:00,10084,10084
7412,27/08/2020 , 18:00:00,13281,13281
7413,27/08/2020 , 18:15:00,7752,7752
7414,27/08/2020 , 18:30:00,6370,6370
7415,27/08/2020 , 18:45:00,6613,6613
7416,27/08/2020 , 19:00:00,3696,3696
7417,27/08/2020 , 19:15:00,4141,4141
7418,27/08/2020 , 19:30:00,4267,4267
7419,27/08/2020 , 19:45:00,1657,1657
7420,27/08/2020 , 20:00:00,1450,1450
7421,27/08/2020 , 20:15:00,2774,2774
7422,27/08/2020 , 20:30:00,1157,1157
7423,27/08/2020 , 20:45:00,427,427
7424,27/08/2020 , 21:00:00,432,432
7425,27/08/2020 , 21:15:00,405,405
7426,27/08/2020 , 21:30:00,124,124
7427,27/08/2020 , 21:45:00,40,40
7428,27/08/2020 , 22:00:00,10,10
7429,27/08/2020 , 22:15:00,2,2
7430,27/08/2020 , 22:30:00,0,0
7431,27/08/2020 , 22:45:00,0,0
7432,27/08/2020 , 23:00:00,0,0
7433,27/08/2020 , 23:15:00,0,0
7434,27/08/2020 , 23:30:00,0,0
7435,27/08/2020 , 23:45:00,0,0
7436,27/08/2020 , 24:00:00,0,0
7437,28/08/2020 , 00:15:00,0,0
7438,28/08/2020 , 00:30:00,0,0
7439,28/08/2020 , 00:45:00,0,0
7440,28/08/2020 , 01:00:00,0,0
7441,28/08/2020 , 01:15:00,0,0
7442,28/08/2020 , 01:30:00,0,0
7443,28/08/2020 , 01:45:00,0,0
7444,28/08/2020 , 02:00:00,0,0
7445,28/08/2020 , 02:15:00,0,0
7446,28/08/2020 , 02:30:00,0,0
7447,28/08/2020 , 02:45:00,0,0
7448,28/08/2020 , 03:00:00,0,0
7449,28/08/2020 , 03:15:00,0,0
7450,28/08/2020 , 03:30:00,0,0
7451,28/08/2020 , 03:45:00,0,0
7452,28/08/2020 , 04:00:00,0,0
7453,28/08/2020 , 04:15:00,0,0
7454,28/08/2020 , 04:30:00,0,0
7455,28/08/2020 , 04:45:00,0,0
7456,28/08/2020 , 05:00:00,0,0
7457,28/08/2020 , 05:15:00,0,0
7458,28/08/2020 , 05:30:00,0,0
7459,28/08/2020 , 05:45:00,2,2
7460,28/08/2020 , 06:00:00,12,12
7461,28/08/2020 , 06:15:00,55,55
7462,28/08/2020 , 06:30:00,175,175
7463,28/08/2020 , 06:45:00,295,295
7464,28/08/2020 , 07:00:00,549,549
7465,28/08/2020 , 07:15:00,896,896
7466,28/08/2020 , 07:30:00,1291,1291
7467,28/08/2020 , 07:45:00,1988,1988
7468,28/08/2020 , 08:00:00,2975,2975
7469,28/08/2020 , 08:15:00,4718,4718
7470,28/08/2020 , 08:30:00,6581,6581
7471,28/08/2020 , 08:45:00,6155,6155
7472,28/08/2020 , 09:00:00,4652,4652
7473,28/08/2020 , 09:15:00,8331,8331
7474,28/08/2020 , 09:30:00,7548,7548
7475,28/08/2020 , 09:45:00,6924,6924
7476,28/08/2020 , 10:00:00,7038,7038
7477,28/08/2020 , 10:15:00,5185,5185
7478,28/08/2020 , 10:30:00,6554,6554
7479,28/08/2020 , 10:45:00,6799,6799
7480,28/08/2020 , 11:00:00,7331,7331
7481,28/08/2020 , 11:15:00,8833,8833
7482,28/08/2020 , 11:30:00,9935,9935
7483,28/08/2020 , 11:45:00,10404,10404
7484,28/08/2020 , 12:00:00,11307,11307
7485,28/08/2020 , 12:15:00,11901,11901
7486,28/08/2020 , 12:30:00,11976,11976
7487,28/08/2020 , 12:45:00,10206,10206
7488,28/08/2020 , 13:00:00,10853,10853
7489,28/08/2020 , 13:15:00,9446,9446
7490,28/08/2020 , 13:30:00,12840,12840
7491,28/08/2020 , 13:45:00,11372,11372
7492,28/08/2020 , 14:00:00,12244,12244
7493,28/08/2020 , 14:15:00,11261,11261
7494,28/08/2020 , 14:30:00,8314,8314
7495,28/08/2020 , 14:45:00,8267,8267
7496,28/08/2020 , 15:00:00,8814,8814
7497,28/08/2020 , 15:15:00,7453,7453
7498,28/08/2020 , 15:30:00,9008,9008
7499,28/08/2020 , 15:45:00,9098,9098
7500,28/08/2020 , 16:00:00,12131,12131
7501,28/08/2020 , 16:15:00,14842,14842
7502,28/08/2020 , 16:30:00,13063,13063
7503,28/08/2020 , 16:45:00,28238,28238
7504,28/08/2020 , 17:00:00,23270,23270
7505,28/08/2020 , 17:15:00,11390,11390
7506,28/08/2020 , 17:30:00,11357,11357
7507,28/08/2020 , 17:45:00,12616,12616
7508,28/08/2020 , 18:00:00,10883,10883
7509,28/08/2020 , 18:15:00,6904,6904
7510,28/08/2020 , 18:30:00,7810,7810
7511,28/08/2020 , 18:45:00,9919,9919
7512,28/08/2020 , 19:00:00,9962,9962
7513,28/08/2020 , 19:15:00,6523,6523
7514,28/08/2020 , 19:30:00,3019,3019
7515,28/08/2020 , 19:45:00,1925,1925
7516,28/08/2020 , 20:00:00,1742,1742
7517,28/08/2020 , 20:15:00,1330,1330
7518,28/08/2020 , 20:30:00,1213,1213
7519,28/08/2020 , 20:45:00,1053,1053
7520,28/08/2020 , 21:00:00,627,627
7521,28/08/2020 , 21:15:00,265,265
7522,28/08/2020 , 21:30:00,122,122
7523,28/08/2020 , 21:45:00,41,41
7524,28/08/2020 , 22:00:00,10,10
7525,28/08/2020 , 22:15:00,1,1
7526,28/08/2020 , 22:30:00,0,0
7527,28/08/2020 , 22:45:00,0,0
7528,28/08/2020 , 23:00:00,0,0
7529,28/08/2020 , 23:15:00,0,0
7530,28/08/2020 , 23:30:00,0,0
7531,28/08/2020 , 23:45:00,0,0
7532,28/08/2020 , 24:00:00,0,0
7533,29/08/2020 , 00:15:00,0,0
7534,29/08/2020 , 00:30:00,0,0
7535,29/08/2020 , 00:45:00,0,0
7536,29/08/2020 , 01:00:00,0,0
7537,29/08/2020 , 01:15:00,0,0
7538,29/08/2020 , 01:30:00,0,0
7539,29/08/2020 , 01:45:00,0,0
7540,29/08/2020 , 02:00:00,0,0
7541,29/08/2020 , 02:15:00,0,0
7542,29/08/2020 , 02:30:00,0,0
7543,29/08/2020 , 02:45:00,0,0
7544,29/08/2020 , 03:00:00,0,0
7545,29/08/2020 , 03:15:00,0,0
7546,29/08/2020 , 03:30:00,0,0
7547,29/08/2020 , 03:45:00,0,0
7548,29/08/2020 , 04:00:00,0,0
7549,29/08/2020 , 04:15:00,0,0
7550,29/08/2020 , 04:30:00,0,0
7551,29/08/2020 , 04:45:00,0,0
7552,29/08/2020 , 05:00:00,0,0
7553,29/08/2020 , 05:15:00,0,0
7554,29/08/2020 , 05:30:00,0,0
7555,29/08/2020 , 05:45:00,1,1
7556,29/08/2020 , 06:00:00,11,11
7557,29/08/2020 , 06:15:00,54,54
7558,29/08/2020 , 06:30:00,160,160
7559,29/08/2020 , 06:45:00,385,385
7560,29/08/2020 , 07:00:00,804,804
7561,29/08/2020 , 07:15:00,1326,1326
7562,29/08/2020 , 07:30:00,2252,2252
7563,29/08/2020 , 07:45:00,3591,3591
7564,29/08/2020 , 08:00:00,4700,4700
7565,29/08/2020 , 08:15:00,5109,5109
7566,29/08/2020 , 08:30:00,5769,5769
7567,29/08/2020 , 08:45:00,6407,6407
7568,29/08/2020 , 09:00:00,7611,7611
7569,29/08/2020 , 09:15:00,9193,9193
7570,29/08/2020 , 09:30:00,13694,13694
7571,29/08/2020 , 09:45:00,12116,12116
7572,29/08/2020 , 10:00:00,20809,20809
7573,29/08/2020 , 10:15:00,28436,28436
7574,29/08/2020 , 10:30:00,19367,19367
7575,29/08/2020 , 10:45:00,15380,15380
7576,29/08/2020 , 11:00:00,19248,19248
7577,29/08/2020 , 11:15:00,21219,21219
7578,29/08/2020 , 11:30:00,10063,10063
7579,29/08/2020 , 11:45:00,20584,20584
7580,29/08/2020 , 12:00:00,22574,22574
7581,29/08/2020 , 12:15:00,27175,27175
7582,29/08/2020 , 12:30:00,34326,34326
7583,29/08/2020 , 12:45:00,35165,35165
7584,29/08/2020 , 13:00:00,35297,35297
7585,29/08/2020 , 13:15:00,35839,35839
7586,29/08/2020 , 13:30:00,36340,36340
7587,29/08/2020 , 13:45:00,36778,36778
7588,29/08/2020 , 14:00:00,36989,36989
7589,29/08/2020 , 14:15:00,37060,37060
7590,29/08/2020 , 14:30:00,36968,36968
7591,29/08/2020 , 14:45:00,36760,36760
7592,29/08/2020 , 15:00:00,36422,36422
7593,29/08/2020 , 15:15:00,36065,36065
7594,29/08/2020 , 15:30:00,35492,35492
7595,29/08/2020 , 15:45:00,34840,34840
7596,29/08/2020 , 16:00:00,33891,33891
7597,29/08/2020 , 16:15:00,33024,33024
7598,29/08/2020 , 16:30:00,31826,31826
7599,29/08/2020 , 16:45:00,30724,30724
7600,29/08/2020 , 17:00:00,28610,28610
7601,29/08/2020 , 17:15:00,26202,26202
7602,29/08/2020 , 17:30:00,27182,27182
7603,29/08/2020 , 17:45:00,19596,19596
7604,29/08/2020 , 18:00:00,13669,13669
7605,29/08/2020 , 18:15:00,12458,12458
7606,29/08/2020 , 18:30:00,6552,6552
7607,29/08/2020 , 18:45:00,6009,6009
7608,29/08/2020 , 19:00:00,6644,6644
7609,29/08/2020 , 19:15:00,5740,5740
7610,29/08/2020 , 19:30:00,4139,4139
7611,29/08/2020 , 19:45:00,3581,3581
7612,29/08/2020 , 20:00:00,3160,3160
7613,29/08/2020 , 20:15:00,2573,2573
7614,29/08/2020 , 20:30:00,1714,1714
7615,29/08/2020 , 20:45:00,1145,1145
7616,29/08/2020 , 21:00:00,724,724
7617,29/08/2020 , 21:15:00,326,326
7618,29/08/2020 , 21:30:00,152,152
7619,29/08/2020 , 21:45:00,46,46
7620,29/08/2020 , 22:00:00,7,7
7621,29/08/2020 , 22:15:00,1,1
7622,29/08/2020 , 22:30:00,0,0
7623,29/08/2020 , 22:45:00,0,0
7624,29/08/2020 , 23:00:00,0,0
7625,29/08/2020 , 23:15:00,0,0
7626,29/08/2020 , 23:30:00,0,0
7627,29/08/2020 , 23:45:00,0,0
7628,29/08/2020 , 24:00:00,0,0
7629,30/08/2020 , 00:15:00,0,0
7630,30/08/2020 , 00:30:00,0,0
7631,30/08/2020 , 00:45:00,0,0
7632,30/08/2020 , 01:00:00,0,0
7633,30/08/2020 , 01:15:00,0,0
7634,30/08/2020 , 01:30:00,0,0
7635,30/08/2020 , 01:45:00,0,0
7636,30/08/2020 , 02:00:00,0,0
7637,30/08/2020 , 02:15:00,0,0
7638,30/08/2020 , 02:30:00,0,0
7639,30/08/2020 , 02:45:00,0,0
7640,30/08/2020 , 03:00:00,0,0
7641,30/08/2020 , 03:15:00,0,0
7642,30/08/2020 , 03:30:00,0,0
7643,30/08/2020 , 03:45:00,0,0
7644,30/08/2020 , 04:00:00,0,0
7645,30/08/2020 , 04:15:00,0,0
7646,30/08/2020 , 04:30:00,0,0
7647,30/08/2020 , 04:45:00,0,0
7648,30/08/2020 , 05:00:00,0,0
7649,30/08/2020 , 05:15:00,0,0
7650,30/08/2020 , 05:30:00,0,0
7651,30/08/2020 , 05:45:00,2,2
7652,30/08/2020 , 06:00:00,15,15
7653,30/08/2020 , 06:15:00,69,69
7654,30/08/2020 , 06:30:00,223,223
7655,30/08/2020 , 06:45:00,549,549
7656,30/08/2020 , 07:00:00,1098,1098
7657,30/08/2020 , 07:15:00,1539,1539
7658,30/08/2020 , 07:30:00,1985,1985
7659,30/08/2020 , 07:45:00,2274,2274
7660,30/08/2020 , 08:00:00,2592,2592
7661,30/08/2020 , 08:15:00,3337,3337
7662,30/08/2020 , 08:30:00,4256,4256
7663,30/08/2020 , 08:45:00,8243,8243
7664,30/08/2020 , 09:00:00,9523,9523
7665,30/08/2020 , 09:15:00,6084,6084
7666,30/08/2020 , 09:30:00,7719,7719
7667,30/08/2020 , 09:45:00,6961,6961
7668,30/08/2020 , 10:00:00,8626,8626
7669,30/08/2020 , 10:15:00,11173,11173
7670,30/08/2020 , 10:30:00,12459,12459
7671,30/08/2020 , 10:45:00,11791,11791
7672,30/08/2020 , 11:00:00,18464,18464
7673,30/08/2020 , 11:15:00,25536,25536
7674,30/08/2020 , 11:30:00,5615,5615
7675,30/08/2020 , 11:45:00,22484,22484
7676,30/08/2020 , 12:00:00,24401,24401
7677,30/08/2020 , 12:15:00,32746,32746
7678,30/08/2020 , 12:30:00,33592,33592
7679,30/08/2020 , 12:45:00,34399,34399
7680,30/08/2020 , 13:00:00,35055,35055
7681,30/08/2020 , 13:15:00,35676,35676
7682,30/08/2020 , 13:30:00,36188,36188
7683,30/08/2020 , 13:45:00,36549,36549
7684,30/08/2020 , 14:00:00,36834,36834
7685,30/08/2020 , 14:15:00,36961,36961
7686,30/08/2020 , 14:30:00,36851,36851
7687,30/08/2020 , 14:45:00,36700,36700
7688,30/08/2020 , 15:00:00,36401,36401
7689,30/08/2020 , 15:15:00,35948,35948
7690,30/08/2020 , 15:30:00,35394,35394
7691,30/08/2020 , 15:45:00,33644,33644
7692,30/08/2020 , 16:00:00,34020,34020
7693,30/08/2020 , 16:15:00,32721,32721
7694,30/08/2020 , 16:30:00,31541,31541
7695,30/08/2020 , 16:45:00,30109,30109
7696,30/08/2020 , 17:00:00,29284,29284
7697,30/08/2020 , 17:15:00,27895,27895
7698,30/08/2020 , 17:30:00,26666,26666
7699,30/08/2020 , 17:45:00,25016,25016
7700,30/08/2020 , 18:00:00,15940,15940
7701,30/08/2020 , 18:15:00,17154,17154
7702,30/08/2020 , 18:30:00,18599,18599
7703,30/08/2020 , 18:45:00,8379,8379
7704,30/08/2020 , 19:00:00,5479,5479
7705,30/08/2020 , 19:15:00,4188,4188
7706,30/08/2020 , 19:30:00,4621,4621
7707,30/08/2020 , 19:45:00,3754,3754
7708,30/08/2020 , 20:00:00,2574,2574
7709,30/08/2020 , 20:15:00,1744,1744
7710,30/08/2020 , 20:30:00,1119,1119
7711,30/08/2020 , 20:45:00,567,567
7712,30/08/2020 , 21:00:00,183,183
7713,30/08/2020 , 21:15:00,92,92
7714,30/08/2020 , 21:30:00,36,36
7715,30/08/2020 , 21:45:00,7,7
7716,30/08/2020 , 22:00:00,0,0
7717,30/08/2020 , 22:15:00,0,0
7718,30/08/2020 , 22:30:00,0,0
7719,30/08/2020 , 22:45:00,0,0
7720,30/08/2020 , 23:00:00,0,0
7721,30/08/2020 , 23:15:00,0,0
7722,30/08/2020 , 23:30:00,0,0
7723,30/08/2020 , 23:45:00,0,0
7724,30/08/2020 , 24:00:00,0,0
7725,31/08/2020 , 00:15:00,0,0
7726,31/08/2020 , 00:30:00,0,0
7727,31/08/2020 , 00:45:00,0,0
7728,31/08/2020 , 01:00:00,0,0
7729,31/08/2020 , 01:15:00,0,0
7730,31/08/2020 , 01:30:00,0,0
7731,31/08/2020 , 01:45:00,0,0
7732,31/08/2020 , 02:00:00,0,0
7733,31/08/2020 , 02:15:00,0,0
7734,31/08/2020 , 02:30:00,0,0
7735,31/08/2020 , 02:45:00,0,0
7736,31/08/2020 , 03:00:00,0,0
7737,31/08/2020 , 03:15:00,0,0
7738,31/08/2020 , 03:30:00,0,0
7739,31/08/2020 , 03:45:00,0,0
7740,31/08/2020 , 04:00:00,0,0
7741,31/08/2020 , 04:15:00,0,0
7742,31/08/2020 , 04:30:00,0,0
7743,31/08/2020 , 04:45:00,0,0
7744,31/08/2020 , 05:00:00,0,0
7745,31/08/2020 , 05:15:00,0,0
7746,31/08/2020 , 05:30:00,0,0
7747,31/08/2020 , 05:45:00,0,0
7748,31/08/2020 , 06:00:00,3,3
7749,31/08/2020 , 06:15:00,16,16
7750,31/08/2020 , 06:30:00,83,83
7751,31/08/2020 , 06:45:00,297,297
7752,31/08/2020 , 07:00:00,474,474
7753,31/08/2020 , 07:15:00,1177,1177
7754,31/08/2020 , 07:30:00,2425,2425
7755,31/08/2020 , 07:45:00,3438,3438
7756,31/08/2020 , 08:00:00,3823,3823
7757,31/08/2020 , 08:15:00,4130,4130
7758,31/08/2020 , 08:30:00,4162,4162
7759,31/08/2020 , 08:45:00,4300,4300
7760,31/08/2020 , 09:00:00,4534,4534
7761,31/08/2020 , 09:15:00,4541,4541
7762,31/08/2020 , 09:30:00,9642,9642
7763,31/08/2020 , 09:45:00,6545,6545
7764,31/08/2020 , 10:00:00,10000,10000
7765,31/08/2020 , 10:15:00,8826,8826
7766,31/08/2020 , 10:30:00,7428,7428
7767,31/08/2020 , 10:45:00,8459,8459
7768,31/08/2020 , 11:00:00,10774,10774
7769,31/08/2020 , 11:15:00,13101,13101
7770,31/08/2020 , 11:30:00,11389,11389
7771,31/08/2020 , 11:45:00,10644,10644
7772,31/08/2020 , 12:00:00,13111,13111
7773,31/08/2020 , 12:15:00,12274,12274
7774,31/08/2020 , 12:30:00,13979,13979
7775,31/08/2020 , 12:45:00,25153,25153
7776,31/08/2020 , 13:00:00,34290,34290
7777,31/08/2020 , 13:15:00,30259,30259
7778,31/08/2020 , 13:30:00,27215,27215
7779,31/08/2020 , 13:45:00,28007,28007
7780,31/08/2020 , 14:00:00,25557,25557
7781,31/08/2020 , 14:15:00,32969,32969
7782,31/08/2020 , 14:30:00,31615,31615
7783,31/08/2020 , 14:45:00,28186,28186
7784,31/08/2020 , 15:00:00,24342,24342
7785,31/08/2020 , 15:15:00,15542,15542
7786,31/08/2020 , 15:30:00,11896,11896
7787,31/08/2020 , 15:45:00,9529,9529
7788,31/08/2020 , 16:00:00,9110,9110
7789,31/08/2020 , 16:15:00,9959,9959
7790,31/08/2020 , 16:30:00,9480,9480
7791,31/08/2020 , 16:45:00,9115,9115
7792,31/08/2020 , 17:00:00,8173,8173
7793,31/08/2020 , 17:15:00,9316,9316
7794,31/08/2020 , 17:30:00,8503,8503
7795,31/08/2020 , 17:45:00,7956,7956
7796,31/08/2020 , 18:00:00,6754,6754
7797,31/08/2020 , 18:15:00,6502,6502
7798,31/08/2020 , 18:30:00,6323,6323
7799,31/08/2020 , 18:45:00,6477,6477
7800,31/08/2020 , 19:00:00,6124,6124
7801,31/08/2020 , 19:15:00,4424,4424
7802,31/08/2020 , 19:30:00,4249,4249
7803,31/08/2020 , 19:45:00,3015,3015
7804,31/08/2020 , 20:00:00,2104,2104
7805,31/08/2020 , 20:15:00,2091,2091
7806,31/08/2020 , 20:30:00,2198,2198
7807,31/08/2020 , 20:45:00,1148,1148
7808,31/08/2020 , 21:00:00,365,365
7809,31/08/2020 , 21:15:00,129,129
7810,31/08/2020 , 21:30:00,73,73
7811,31/08/2020 , 21:45:00,17,17
7812,31/08/2020 , 22:00:00,3,3
7813,31/08/2020 , 22:15:00,0,0
7814,31/08/2020 , 22:30:00,0,0
7815,31/08/2020 , 22:45:00,0,0
7816,31/08/2020 , 23:00:00,0,0
7817,31/08/2020 , 23:15:00,0,0
7818,31/08/2020 , 23:30:00,0,0
7819,31/08/2020 , 23:45:00,0,0
7820,31/08/2020 , 24:00:00,0,0
7821,1/9/2020, 00:15:00,0,0
7822,1/9/2020, 00:30:00,0,0
7823,1/9/2020, 00:45:00,0,0
7824,1/9/2020, 01:00:00,0,0
7825,1/9/2020, 01:15:00,0,0
7826,1/9/2020, 01:30:00,0,0
7827,1/9/2020, 01:45:00,0,0
7828,1/9/2020, 02:00:00,0,0
7829,1/9/2020, 02:15:00,0,0
7830,1/9/2020, 02:30:00,0,0
7831,1/9/2020, 02:45:00,0,0
7832,1/9/2020, 03:00:00,0,0
7833,1/9/2020, 03:15:00,0,0
7834,1/9/2020, 03:30:00,0,0
7835,1/9/2020, 03:45:00,0,0
7836,1/9/2020, 04:00:00,0,0
7837,1/9/2020, 04:15:00,0,0
7838,1/9/2020, 04:30:00,0,0
7839,1/9/2020, 04:45:00,0,0
7840,1/9/2020, 05:00:00,0,0
7841,1/9/2020, 05:15:00,0,0
7842,1/9/2020, 05:30:00,0,0
7843,1/9/2020, 05:45:00,0,0
7844,1/9/2020, 06:00:00,3,3
7845,1/9/2020, 06:15:00,25,25
7846,1/9/2020, 06:30:00,80,80
7847,1/9/2020, 06:45:00,206,206
7848,1/9/2020, 07:00:00,471,471
7849,1/9/2020, 07:15:00,836,836
7850,1/9/2020, 07:30:00,1030,1030
7851,1/9/2020, 07:45:00,1423,1423
7852,1/9/2020, 08:00:00,2624,2624
7853,1/9/2020, 08:15:00,4045,4045
7854,1/9/2020, 08:30:00,4324,4324
7855,1/9/2020, 08:45:00,5100,5100
7856,1/9/2020, 09:00:00,6122,6122
7857,1/9/2020, 09:15:00,7497,7497
7858,1/9/2020, 09:30:00,6104,6104
7859,1/9/2020, 09:45:00,5967,5967
7860,1/9/2020, 10:00:00,6206,6206
7861,1/9/2020, 10:15:00,9103,9103
7862,1/9/2020, 10:30:00,11769,11769
7863,1/9/2020, 10:45:00,10091,10091
7864,1/9/2020, 11:00:00,9947,9947
7865,1/9/2020, 11:15:00,10689,10689
7866,1/9/2020, 11:30:00,14836,14836
