Site Name ,EXTRA-FRCH,,,
Site Number ,6,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11618,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
6666,19/08/2020 , 23:30:00,0,0
6667,19/08/2020 , 23:45:00,0,0
6668,19/08/2020 , 24:00:00,0,0
6669,20/08/2020 , 00:15:00,0,0
6670,20/08/2020 , 00:30:00,0,0
6671,20/08/2020 , 00:45:00,0,0
6672,20/08/2020 , 01:00:00,0,0
6673,20/08/2020 , 01:15:00,0,0
6674,20/08/2020 , 01:30:00,0,0
6675,20/08/2020 , 01:45:00,0,0
6676,20/08/2020 , 02:00:00,0,0
6677,20/08/2020 , 02:15:00,0,0
6678,20/08/2020 , 02:30:00,0,0
6679,20/08/2020 , 02:45:00,0,0
6680,20/08/2020 , 03:00:00,0,0
6681,20/08/2020 , 03:15:00,0,0
6682,20/08/2020 , 03:30:00,0,0
6683,20/08/2020 , 03:45:00,0,0
6684,20/08/2020 , 04:00:00,0,0
6685,20/08/2020 , 04:15:00,0,0
6686,20/08/2020 , 04:30:00,0,0
6687,20/08/2020 , 04:45:00,0,0
6688,20/08/2020 , 05:00:00,0,0
6689,20/08/2020 , 05:15:00,0,0
6690,20/08/2020 , 05:30:00,8,8
6691,20/08/2020 , 05:45:00,28,28
6692,20/08/2020 , 06:00:00,77,77
6693,20/08/2020 , 06:15:00,168,168
6694,20/08/2020 , 06:30:00,230,230
6695,20/08/2020 , 06:45:00,304,304
6696,20/08/2020 , 07:00:00,487,487
6697,20/08/2020 , 07:15:00,912,912
6698,20/08/2020 , 07:30:00,1892,1892
6699,20/08/2020 , 07:45:00,3185,3185
6700,20/08/2020 , 08:00:00,3980,3980
6701,20/08/2020 , 08:15:00,4394,4394
6702,20/08/2020 , 08:30:00,4664,4664
6703,20/08/2020 , 08:45:00,7000,7000
6704,20/08/2020 , 09:00:00,7921,7921
6705,20/08/2020 , 09:15:00,8471,8471
6706,20/08/2020 , 09:30:00,7833,7833
6707,20/08/2020 , 09:45:00,7193,7193
6708,20/08/2020 , 10:00:00,6453,6453
6709,20/08/2020 , 10:15:00,5929,5929
6710,20/08/2020 , 10:30:00,5101,5101
6711,20/08/2020 , 10:45:00,5114,5114
6712,20/08/2020 , 11:00:00,5111,5111
6713,20/08/2020 , 11:15:00,5499,5499
6714,20/08/2020 , 11:30:00,8227,8227
6715,20/08/2020 , 11:45:00,12867,12867
6716,20/08/2020 , 12:00:00,15423,15423
6717,20/08/2020 , 12:15:00,12662,12662
6718,20/08/2020 , 12:30:00,17943,17943
6719,20/08/2020 , 12:45:00,30281,30281
6720,20/08/2020 , 13:00:00,22588,22588
6721,20/08/2020 , 13:15:00,25922,25922
6722,20/08/2020 , 13:30:00,32156,32156
6723,20/08/2020 , 13:45:00,35434,35434
6724,20/08/2020 , 14:00:00,34489,34489
6725,20/08/2020 , 14:15:00,40533,40533
6726,20/08/2020 , 14:30:00,40794,40794
6727,20/08/2020 , 14:45:00,41812,41812
6728,20/08/2020 , 15:00:00,32467,32467
6729,20/08/2020 , 15:15:00,28449,28449
6730,20/08/2020 , 15:30:00,27712,27712
6731,20/08/2020 , 15:45:00,23662,23662
6732,20/08/2020 , 16:00:00,23900,23900
6733,20/08/2020 , 16:15:00,17199,17199
6734,20/08/2020 , 16:30:00,17212,17212
6735,20/08/2020 , 16:45:00,13054,13054
6736,20/08/2020 , 17:00:00,13183,13183
6737,20/08/2020 , 17:15:00,13065,13065
6738,20/08/2020 , 17:30:00,6437,6437
6739,20/08/2020 , 17:45:00,1629,1629
6740,20/08/2020 , 18:00:00,1852,1852
6741,20/08/2020 , 18:15:00,1617,1617
6742,20/08/2020 , 18:30:00,1394,1394
6743,20/08/2020 , 18:45:00,1039,1039
6744,20/08/2020 , 19:00:00,903,903
6745,20/08/2020 , 19:15:00,1343,1343
6746,20/08/2020 , 19:30:00,2291,2291
6747,20/08/2020 , 19:45:00,2717,2717
6748,20/08/2020 , 20:00:00,2807,2807
6749,20/08/2020 , 20:15:00,1871,1871
6750,20/08/2020 , 20:30:00,1424,1424
6751,20/08/2020 , 20:45:00,1353,1353
6752,20/08/2020 , 21:00:00,875,875
6753,20/08/2020 , 21:15:00,603,603
6754,20/08/2020 , 21:30:00,445,445
6755,20/08/2020 , 21:45:00,279,279
6756,20/08/2020 , 22:00:00,144,144
6757,20/08/2020 , 22:15:00,59,59
6758,20/08/2020 , 22:30:00,16,16
6759,20/08/2020 , 22:45:00,3,3
6760,20/08/2020 , 23:00:00,0,0
6761,20/08/2020 , 23:15:00,0,0
6762,20/08/2020 , 23:30:00,0,0
6763,20/08/2020 , 23:45:00,0,0
6764,20/08/2020 , 24:00:00,0,0
6765,21/08/2020 , 00:15:00,0,0
6766,21/08/2020 , 00:30:00,0,0
6767,21/08/2020 , 00:45:00,0,0
6768,21/08/2020 , 01:00:00,0,0
6769,21/08/2020 , 01:15:00,0,0
6770,21/08/2020 , 01:30:00,0,0
6771,21/08/2020 , 01:45:00,0,0
6772,21/08/2020 , 02:00:00,0,0
6773,21/08/2020 , 02:15:00,0,0
6774,21/08/2020 , 02:30:00,0,0
6775,21/08/2020 , 02:45:00,0,0
6776,21/08/2020 , 03:00:00,0,0
6777,21/08/2020 , 03:15:00,0,0
6778,21/08/2020 , 03:30:00,0,0
6779,21/08/2020 , 03:45:00,0,0
6780,21/08/2020 , 04:00:00,0,0
6781,21/08/2020 , 04:15:00,0,0
6782,21/08/2020 , 04:30:00,0,0
6783,21/08/2020 , 04:45:00,0,0
6784,21/08/2020 , 05:00:00,0,0
6785,21/08/2020 , 05:15:00,1,1
6786,21/08/2020 , 05:30:00,11,11
6787,21/08/2020 , 05:45:00,47,47
6788,21/08/2020 , 06:00:00,149,149
6789,21/08/2020 , 06:15:00,305,305
6790,21/08/2020 , 06:30:00,502,502
6791,21/08/2020 , 06:45:00,799,799
6792,21/08/2020 , 07:00:00,1289,1289
6793,21/08/2020 , 07:15:00,1697,1697
6794,21/08/2020 , 07:30:00,2208,2208
6795,21/08/2020 , 07:45:00,1951,1951
6796,21/08/2020 , 08:00:00,1666,1666
6797,21/08/2020 , 08:15:00,2444,2444
6798,21/08/2020 , 08:30:00,3528,3528
6799,21/08/2020 , 08:45:00,4479,4479
6800,21/08/2020 , 09:00:00,5268,5268
6801,21/08/2020 , 09:15:00,5986,5986
6802,21/08/2020 , 09:30:00,5840,5840
6803,21/08/2020 , 09:45:00,6967,6967
6804,21/08/2020 , 10:00:00,8259,8259
6805,21/08/2020 , 10:15:00,9133,9133
6806,21/08/2020 , 10:30:00,7293,7293
6807,21/08/2020 , 10:45:00,7334,7334
6808,21/08/2020 , 11:00:00,9516,9516
6809,21/08/2020 , 11:15:00,9560,9560
6810,21/08/2020 , 11:30:00,8373,8373
6811,21/08/2020 , 11:45:00,7252,7252
6812,21/08/2020 , 12:00:00,8629,8629
6813,21/08/2020 , 12:15:00,11761,11761
6814,21/08/2020 , 12:30:00,14563,14563
6815,21/08/2020 , 12:45:00,15772,15772
6816,21/08/2020 , 13:00:00,14943,14943
6817,21/08/2020 , 13:15:00,14052,14052
6818,21/08/2020 , 13:30:00,15044,15044
6819,21/08/2020 , 13:45:00,25847,25847
6820,21/08/2020 , 14:00:00,23468,23468
6821,21/08/2020 , 14:15:00,27464,27464
6822,21/08/2020 , 14:30:00,32585,32585
6823,21/08/2020 , 14:45:00,41640,41640
6824,21/08/2020 , 15:00:00,45381,45381
6825,21/08/2020 , 15:15:00,41784,41784
6826,21/08/2020 , 15:30:00,32129,32129
6827,21/08/2020 , 15:45:00,24005,24005
6828,21/08/2020 , 16:00:00,23656,23656
6829,21/08/2020 , 16:15:00,23763,23763
6830,21/08/2020 , 16:30:00,19079,19079
6831,21/08/2020 , 16:45:00,16678,16678
6832,21/08/2020 , 17:00:00,18146,18146
6833,21/08/2020 , 17:15:00,18531,18531
6834,21/08/2020 , 17:30:00,26525,26525
6835,21/08/2020 , 17:45:00,17988,17988
6836,21/08/2020 , 18:00:00,14062,14062
6837,21/08/2020 , 18:15:00,14152,14152
6838,21/08/2020 , 18:30:00,12776,12776
6839,21/08/2020 , 18:45:00,19165,19165
6840,21/08/2020 , 19:00:00,8370,8370
6841,21/08/2020 , 19:15:00,8294,8294
6842,21/08/2020 , 19:30:00,9411,9411
6843,21/08/2020 , 19:45:00,5031,5031
6844,21/08/2020 , 20:00:00,2296,2296
6845,21/08/2020 , 20:15:00,1624,1624
6846,21/08/2020 , 20:30:00,1993,1993
6847,21/08/2020 , 20:45:00,1278,1278
6848,21/08/2020 , 21:00:00,914,914
6849,21/08/2020 , 21:15:00,684,684
6850,21/08/2020 , 21:30:00,448,448
6851,21/08/2020 , 21:45:00,267,267
6852,21/08/2020 , 22:00:00,129,129
6853,21/08/2020 , 22:15:00,45,45
6854,21/08/2020 , 22:30:00,13,13
6855,21/08/2020 , 22:45:00,1,1
6856,21/08/2020 , 23:00:00,0,0
6857,21/08/2020 , 23:15:00,0,0
6858,21/08/2020 , 23:30:00,0,0
6859,21/08/2020 , 23:45:00,0,0
6860,21/08/2020 , 24:00:00,0,0
6861,22/08/2020 , 00:15:00,0,0
6862,22/08/2020 , 00:30:00,0,0
6863,22/08/2020 , 00:45:00,0,0
6864,22/08/2020 , 01:00:00,0,0
6865,22/08/2020 , 01:15:00,0,0
6866,22/08/2020 , 01:30:00,0,0
6867,22/08/2020 , 01:45:00,0,0
6868,22/08/2020 , 02:00:00,0,0
6869,22/08/2020 , 02:15:00,0,0
6870,22/08/2020 , 02:30:00,0,0
6871,22/08/2020 , 02:45:00,0,0
6872,22/08/2020 , 03:00:00,0,0
6873,22/08/2020 , 03:15:00,0,0
6874,22/08/2020 , 03:30:00,0,0
6875,22/08/2020 , 03:45:00,0,0
6876,22/08/2020 , 04:00:00,0,0
6877,22/08/2020 , 04:15:00,0,0
6878,22/08/2020 , 04:30:00,0,0
6879,22/08/2020 , 04:45:00,0,0
6880,22/08/2020 , 05:00:00,0,0
6881,22/08/2020 , 05:15:00,0,0
6882,22/08/2020 , 05:30:00,5,5
6883,22/08/2020 , 05:45:00,21,21
6884,22/08/2020 , 06:00:00,71,71
6885,22/08/2020 , 06:15:00,178,178
6886,22/08/2020 , 06:30:00,378,378
6887,22/08/2020 , 06:45:00,737,737
6888,22/08/2020 , 07:00:00,1188,1188
6889,22/08/2020 , 07:15:00,1686,1686
6890,22/08/2020 , 07:30:00,2170,2170
6891,22/08/2020 , 07:45:00,2765,2765
6892,22/08/2020 , 08:00:00,3788,3788
6893,22/08/2020 , 08:15:00,5491,5491
6894,22/08/2020 , 08:30:00,5429,5429
6895,22/08/2020 , 08:45:00,4658,4658
6896,22/08/2020 , 09:00:00,12159,12159
6897,22/08/2020 , 09:15:00,11347,11347
6898,22/08/2020 , 09:30:00,14249,14249
6899,22/08/2020 , 09:45:00,7761,7761
6900,22/08/2020 , 10:00:00,6954,6954
6901,22/08/2020 , 10:15:00,20450,20450
6902,22/08/2020 , 10:30:00,20647,20647
6903,22/08/2020 , 10:45:00,11049,11049
6904,22/08/2020 , 11:00:00,13902,13902
6905,22/08/2020 , 11:15:00,28617,28617
6906,22/08/2020 , 11:30:00,14405,14405
6907,22/08/2020 , 11:45:00,25173,25173
6908,22/08/2020 , 12:00:00,34068,34068
6909,22/08/2020 , 12:15:00,34676,34676
6910,22/08/2020 , 12:30:00,35461,35461
6911,22/08/2020 , 12:45:00,36197,36197
6912,22/08/2020 , 13:00:00,36929,36929
6913,22/08/2020 , 13:15:00,37545,37545
6914,22/08/2020 , 13:30:00,38104,38104
6915,22/08/2020 , 13:45:00,38517,38517
6916,22/08/2020 , 14:00:00,38686,38686
6917,22/08/2020 , 14:15:00,39086,39086
6918,22/08/2020 , 14:30:00,40155,40155
6919,22/08/2020 , 14:45:00,38435,38435
6920,22/08/2020 , 15:00:00,37966,37966
6921,22/08/2020 , 15:15:00,37468,37468
6922,22/08/2020 , 15:30:00,37066,37066
6923,22/08/2020 , 15:45:00,35398,35398
6924,22/08/2020 , 16:00:00,36747,36747
6925,22/08/2020 , 16:15:00,37377,37377
6926,22/08/2020 , 16:30:00,34879,34879
6927,22/08/2020 , 16:45:00,32945,32945
6928,22/08/2020 , 17:00:00,31686,31686
6929,22/08/2020 , 17:15:00,30168,30168
6930,22/08/2020 , 17:30:00,28537,28537
6931,22/08/2020 , 17:45:00,26963,26963
6932,22/08/2020 , 18:00:00,25292,25292
6933,22/08/2020 , 18:15:00,23609,23609
6934,22/08/2020 , 18:30:00,19911,19911
6935,22/08/2020 , 18:45:00,10175,10175
6936,22/08/2020 , 19:00:00,8372,8372
6937,22/08/2020 , 19:15:00,5834,5834
6938,22/08/2020 , 19:30:00,8265,8265
6939,22/08/2020 , 19:45:00,5774,5774
6940,22/08/2020 , 20:00:00,5053,5053
6941,22/08/2020 , 20:15:00,5546,5546
6942,22/08/2020 , 20:30:00,5124,5124
6943,22/08/2020 , 20:45:00,3582,3582
6944,22/08/2020 , 21:00:00,1968,1968
6945,22/08/2020 , 21:15:00,1288,1288
6946,22/08/2020 , 21:30:00,699,699
6947,22/08/2020 , 21:45:00,300,300
6948,22/08/2020 , 22:00:00,99,99
6949,22/08/2020 , 22:15:00,27,27
6950,22/08/2020 , 22:30:00,4,4
6951,22/08/2020 , 22:45:00,0,0
6952,22/08/2020 , 23:00:00,0,0
6953,22/08/2020 , 23:15:00,0,0
6954,22/08/2020 , 23:30:00,0,0
6955,22/08/2020 , 23:45:00,0,0
6956,22/08/2020 , 24:00:00,0,0
6957,23/08/2020 , 00:15:00,0,0
6958,23/08/2020 , 00:30:00,0,0
6959,23/08/2020 , 00:45:00,0,0
6960,23/08/2020 , 01:00:00,0,0
6961,23/08/2020 , 01:15:00,0,0
6962,23/08/2020 , 01:30:00,0,0
6963,23/08/2020 , 01:45:00,0,0
6964,23/08/2020 , 02:00:00,0,0
6965,23/08/2020 , 02:15:00,0,0
6966,23/08/2020 , 02:30:00,0,0
6967,23/08/2020 , 02:45:00,0,0
6968,23/08/2020 , 03:00:00,0,0
6969,23/08/2020 , 03:15:00,0,0
6970,23/08/2020 , 03:30:00,0,0
6971,23/08/2020 , 03:45:00,0,0
6972,23/08/2020 , 04:00:00,0,0
6973,23/08/2020 , 04:15:00,0,0
6974,23/08/2020 , 04:30:00,0,0
6975,23/08/2020 , 04:45:00,0,0
6976,23/08/2020 , 05:00:00,0,0
6977,23/08/2020 , 05:15:00,0,0
6978,23/08/2020 , 05:30:00,2,2
6979,23/08/2020 , 05:45:00,19,19
6980,23/08/2020 , 06:00:00,75,75
6981,23/08/2020 , 06:15:00,149,149
6982,23/08/2020 , 06:30:00,274,274
6983,23/08/2020 , 06:45:00,477,477
6984,23/08/2020 , 07:00:00,776,776
6985,23/08/2020 , 07:15:00,1643,1643
6986,23/08/2020 , 07:30:00,2283,2283
6987,23/08/2020 , 07:45:00,2530,2530
6988,23/08/2020 , 08:00:00,2625,2625
6989,23/08/2020 , 08:15:00,3644,3644
6990,23/08/2020 , 08:30:00,3576,3576
6991,23/08/2020 , 08:45:00,3803,3803
6992,23/08/2020 , 09:00:00,4648,4648
6993,23/08/2020 , 09:15:00,5008,5008
6994,23/08/2020 , 09:30:00,9164,9164
6995,23/08/2020 , 09:45:00,7951,7951
6996,23/08/2020 , 10:00:00,7620,7620
6997,23/08/2020 , 10:15:00,17833,17833
6998,23/08/2020 , 10:30:00,18273,18273
6999,23/08/2020 , 10:45:00,13676,13676
7000,23/08/2020 , 11:00:00,11023,11023
7001,23/08/2020 , 11:15:00,19541,19541
7002,23/08/2020 , 11:30:00,11533,11533
7003,23/08/2020 , 11:45:00,15020,15020
7004,23/08/2020 , 12:00:00,29665,29665
7005,23/08/2020 , 12:15:00,22961,22961
7006,23/08/2020 , 12:30:00,16021,16021
7007,23/08/2020 , 12:45:00,25817,25817
7008,23/08/2020 , 13:00:00,38044,38044
7009,23/08/2020 , 13:15:00,33763,33763
7010,23/08/2020 , 13:30:00,40827,40827
7011,23/08/2020 , 13:45:00,40179,40179
7012,23/08/2020 , 14:00:00,39987,39987
7013,23/08/2020 , 14:15:00,36056,36056
7014,23/08/2020 , 14:30:00,19597,19597
7015,23/08/2020 , 14:45:00,40116,40116
7016,23/08/2020 , 15:00:00,46346,46346
7017,23/08/2020 , 15:15:00,20903,20903
7018,23/08/2020 , 15:30:00,15298,15298
7019,23/08/2020 , 15:45:00,19472,19472
7020,23/08/2020 , 16:00:00,15669,15669
7021,23/08/2020 , 16:15:00,25866,25866
7022,23/08/2020 , 16:30:00,24235,24235
7023,23/08/2020 , 16:45:00,21630,21630
7024,23/08/2020 , 17:00:00,9211,9211
7025,23/08/2020 , 17:15:00,14858,14858
7026,23/08/2020 , 17:30:00,6755,6755
7027,23/08/2020 , 17:45:00,12892,12892
7028,23/08/2020 , 18:00:00,12054,12054
7029,23/08/2020 , 18:15:00,11987,11987
7030,23/08/2020 , 18:30:00,19484,19484
7031,23/08/2020 , 18:45:00,6970,6970
7032,23/08/2020 , 19:00:00,15350,15350
7033,23/08/2020 , 19:15:00,6197,6197
7034,23/08/2020 , 19:30:00,5079,5079
7035,23/08/2020 , 19:45:00,3434,3434
7036,23/08/2020 , 20:00:00,3510,3510
7037,23/08/2020 , 20:15:00,733,733
7038,23/08/2020 , 20:30:00,140,140
7039,23/08/2020 , 20:45:00,277,277
7040,23/08/2020 , 21:00:00,268,268
7041,23/08/2020 , 21:15:00,246,246
7042,23/08/2020 , 21:30:00,174,174
7043,23/08/2020 , 21:45:00,115,115
7044,23/08/2020 , 22:00:00,46,46
7045,23/08/2020 , 22:15:00,12,12
7046,23/08/2020 , 22:30:00,2,2
7047,23/08/2020 , 22:45:00,0,0
7048,23/08/2020 , 23:00:00,0,0
7049,23/08/2020 , 23:15:00,0,0
7050,23/08/2020 , 23:30:00,0,0
7051,23/08/2020 , 23:45:00,0,0
7052,23/08/2020 , 24:00:00,0,0
7053,24/08/2020 , 00:15:00,0,0
7054,24/08/2020 , 00:30:00,0,0
7055,24/08/2020 , 00:45:00,0,0
7056,24/08/2020 , 01:00:00,0,0
7057,24/08/2020 , 01:15:00,0,0
7058,24/08/2020 , 01:30:00,0,0
7059,24/08/2020 , 01:45:00,0,0
7060,24/08/2020 , 02:00:00,0,0
7061,24/08/2020 , 02:15:00,0,0
7062,24/08/2020 , 02:30:00,0,0
7063,24/08/2020 , 02:45:00,0,0
7064,24/08/2020 , 03:00:00,0,0
7065,24/08/2020 , 03:15:00,0,0
7066,24/08/2020 , 03:30:00,0,0
7067,24/08/2020 , 03:45:00,0,0
7068,24/08/2020 , 04:00:00,0,0
7069,24/08/2020 , 04:15:00,0,0
7070,24/08/2020 , 04:30:00,0,0
7071,24/08/2020 , 04:45:00,0,0
7072,24/08/2020 , 05:00:00,0,0
7073,24/08/2020 , 05:15:00,0,0
7074,24/08/2020 , 05:30:00,0,0
7075,24/08/2020 , 05:45:00,5,5
7076,24/08/2020 , 06:00:00,21,21
7077,24/08/2020 , 06:15:00,39,39
7078,24/08/2020 , 06:30:00,96,96
7079,24/08/2020 , 06:45:00,363,363
7080,24/08/2020 , 07:00:00,1024,1024
7081,24/08/2020 , 07:15:00,1343,1343
7082,24/08/2020 , 07:30:00,1454,1454
7083,24/08/2020 , 07:45:00,1972,1972
7084,24/08/2020 , 08:00:00,2824,2824
7085,24/08/2020 , 08:15:00,3326,3326
7086,24/08/2020 , 08:30:00,3791,3791
7087,24/08/2020 , 08:45:00,3703,3703
7088,24/08/2020 , 09:00:00,2576,2576
7089,24/08/2020 , 09:15:00,2864,2864
7090,24/08/2020 , 09:30:00,3813,3813
7091,24/08/2020 , 09:45:00,4110,4110
7092,24/08/2020 , 10:00:00,3872,3872
7093,24/08/2020 , 10:15:00,3553,3553
7094,24/08/2020 , 10:30:00,5422,5422
7095,24/08/2020 , 10:45:00,5930,5930
7096,24/08/2020 , 11:00:00,7021,7021
7097,24/08/2020 , 11:15:00,5445,5445
7098,24/08/2020 , 11:30:00,5814,5814
7099,24/08/2020 , 11:45:00,7687,7687
7100,24/08/2020 , 12:00:00,5985,5985
7101,24/08/2020 , 12:15:00,8469,8469
7102,24/08/2020 , 12:30:00,14495,14495
7103,24/08/2020 , 12:45:00,15471,15471
7104,24/08/2020 , 13:00:00,23493,23493
7105,24/08/2020 , 13:15:00,13823,13823
7106,24/08/2020 , 13:30:00,11635,11635
7107,24/08/2020 , 13:45:00,11791,11791
7108,24/08/2020 , 14:00:00,13436,13436
7109,24/08/2020 , 14:15:00,15577,15577
7110,24/08/2020 , 14:30:00,26835,26835
7111,24/08/2020 , 14:45:00,28016,28016
7112,24/08/2020 , 15:00:00,23370,23370
7113,24/08/2020 , 15:15:00,31845,31845
7114,24/08/2020 , 15:30:00,31468,31468
7115,24/08/2020 , 15:45:00,25503,25503
7116,24/08/2020 , 16:00:00,16519,16519
7117,24/08/2020 , 16:15:00,20689,20689
7118,24/08/2020 , 16:30:00,24909,24909
7119,24/08/2020 , 16:45:00,23853,23853
7120,24/08/2020 , 17:00:00,20221,20221
7121,24/08/2020 , 17:15:00,21481,21481
7122,24/08/2020 , 17:30:00,25307,25307
7123,24/08/2020 , 17:45:00,29154,29154
7124,24/08/2020 , 18:00:00,24058,24058
7125,24/08/2020 , 18:15:00,14730,14730
7126,24/08/2020 , 18:30:00,18896,18896
7127,24/08/2020 , 18:45:00,14042,14042
7128,24/08/2020 , 19:00:00,13468,13468
7129,24/08/2020 , 19:15:00,8405,8405
7130,24/08/2020 , 19:30:00,6804,6804
7131,24/08/2020 , 19:45:00,7246,7246
7132,24/08/2020 , 20:00:00,5316,5316
7133,24/08/2020 , 20:15:00,4125,4125
7134,24/08/2020 , 20:30:00,3307,3307
7135,24/08/2020 , 20:45:00,2532,2532
7136,24/08/2020 , 21:00:00,1544,1544
7137,24/08/2020 , 21:15:00,794,794
7138,24/08/2020 , 21:30:00,359,359
7139,24/08/2020 , 21:45:00,149,149
7140,24/08/2020 , 22:00:00,45,45
7141,24/08/2020 , 22:15:00,10,10
7142,24/08/2020 , 22:30:00,1,1
7143,24/08/2020 , 22:45:00,0,0
7144,24/08/2020 , 23:00:00,0,0
7145,24/08/2020 , 23:15:00,0,0
7146,24/08/2020 , 23:30:00,0,0
7147,24/08/2020 , 23:45:00,0,0
7148,24/08/2020 , 24:00:00,0,0
7149,25/08/2020 , 00:15:00,0,0
7150,25/08/2020 , 00:30:00,0,0
7151,25/08/2020 , 00:45:00,0,0
7152,25/08/2020 , 01:00:00,0,0
7153,25/08/2020 , 01:15:00,0,0
7154,25/08/2020 , 01:30:00,0,0
7155,25/08/2020 , 01:45:00,0,0
7156,25/08/2020 , 02:00:00,0,0
7157,25/08/2020 , 02:15:00,0,0
7158,25/08/2020 , 02:30:00,0,0
7159,25/08/2020 , 02:45:00,0,0
7160,25/08/2020 , 03:00:00,0,0
7161,25/08/2020 , 03:15:00,0,0
7162,25/08/2020 , 03:30:00,0,0
7163,25/08/2020 , 03:45:00,0,0
7164,25/08/2020 , 04:00:00,0,0
7165,25/08/2020 , 04:15:00,0,0
7166,25/08/2020 , 04:30:00,0,0
7167,25/08/2020 , 04:45:00,0,0
7168,25/08/2020 , 05:00:00,0,0
7169,25/08/2020 , 05:15:00,0,0
7170,25/08/2020 , 05:30:00,0,0
7171,25/08/2020 , 05:45:00,2,2
7172,25/08/2020 , 06:00:00,12,12
7173,25/08/2020 , 06:15:00,32,32
7174,25/08/2020 , 06:30:00,83,83
7175,25/08/2020 , 06:45:00,271,271
7176,25/08/2020 , 07:00:00,645,645
7177,25/08/2020 , 07:15:00,1353,1353
7178,25/08/2020 , 07:30:00,1665,1665
7179,25/08/2020 , 07:45:00,1443,1443
7180,25/08/2020 , 08:00:00,2035,2035
7181,25/08/2020 , 08:15:00,2380,2380
7182,25/08/2020 , 08:30:00,2596,2596
7183,25/08/2020 , 08:45:00,2877,2877
7184,25/08/2020 , 09:00:00,2587,2587
7185,25/08/2020 , 09:15:00,2777,2777
7186,25/08/2020 , 09:30:00,3940,3940
7187,25/08/2020 , 09:45:00,5590,5590
7188,25/08/2020 , 10:00:00,6308,6308
7189,25/08/2020 , 10:15:00,6964,6964
7190,25/08/2020 , 10:30:00,6798,6798
7191,25/08/2020 , 10:45:00,6858,6858
7192,25/08/2020 , 11:00:00,6707,6707
7193,25/08/2020 , 11:15:00,8660,8660
7194,25/08/2020 , 11:30:00,11099,11099
7195,25/08/2020 , 11:45:00,11718,11718
7196,25/08/2020 , 12:00:00,12460,12460
7197,25/08/2020 , 12:15:00,11704,11704
7198,25/08/2020 , 12:30:00,8126,8126
7199,25/08/2020 , 12:45:00,8201,8201
7200,25/08/2020 , 13:00:00,13392,13392
7201,25/08/2020 , 13:15:00,18765,18765
7202,25/08/2020 , 13:30:00,15671,15671
7203,25/08/2020 , 13:45:00,15521,15521
7204,25/08/2020 , 14:00:00,17481,17481
7205,25/08/2020 , 14:15:00,16878,16878
7206,25/08/2020 , 14:30:00,16872,16872
7207,25/08/2020 , 14:45:00,14997,14997
7208,25/08/2020 , 15:00:00,15282,15282
7209,25/08/2020 , 15:15:00,15680,15680
7210,25/08/2020 , 15:30:00,17648,17648
7211,25/08/2020 , 15:45:00,19004,19004
7212,25/08/2020 , 16:00:00,16163,16163
7213,25/08/2020 , 16:15:00,28116,28116
7214,25/08/2020 , 16:30:00,26231,26231
7215,25/08/2020 , 16:45:00,23591,23591
7216,25/08/2020 , 17:00:00,6480,6480
7217,25/08/2020 , 17:15:00,6209,6209
7218,25/08/2020 , 17:30:00,7757,7757
7219,25/08/2020 , 17:45:00,5405,5405
7220,25/08/2020 , 18:00:00,5953,5953
7221,25/08/2020 , 18:15:00,7450,7450
7222,25/08/2020 , 18:30:00,7748,7748
7223,25/08/2020 , 18:45:00,7410,7410
7224,25/08/2020 , 19:00:00,5976,5976
7225,25/08/2020 , 19:15:00,6680,6680
7226,25/08/2020 , 19:30:00,4244,4244
7227,25/08/2020 , 19:45:00,3612,3612
7228,25/08/2020 , 20:00:00,3035,3035
7229,25/08/2020 , 20:15:00,2836,2836
7230,25/08/2020 , 20:30:00,2667,2667
7231,25/08/2020 , 20:45:00,2224,2224
7232,25/08/2020 , 21:00:00,1592,1592
7233,25/08/2020 , 21:15:00,900,900
7234,25/08/2020 , 21:30:00,423,423
7235,25/08/2020 , 21:45:00,182,182
7236,25/08/2020 , 22:00:00,64,64
7237,25/08/2020 , 22:15:00,11,11
7238,25/08/2020 , 22:30:00,1,1
7239,25/08/2020 , 22:45:00,0,0
7240,25/08/2020 , 23:00:00,0,0
7241,25/08/2020 , 23:15:00,0,0
7242,25/08/2020 , 23:30:00,0,0
7243,25/08/2020 , 23:45:00,0,0
7244,25/08/2020 , 24:00:00,0,0
7245,26/08/2020 , 00:15:00,0,0
7246,26/08/2020 , 00:30:00,0,0
7247,26/08/2020 , 00:45:00,0,0
7248,26/08/2020 , 01:00:00,0,0
7249,26/08/2020 , 01:15:00,0,0
7250,26/08/2020 , 01:30:00,0,0
7251,26/08/2020 , 01:45:00,0,0
7252,26/08/2020 , 02:00:00,0,0
7253,26/08/2020 , 02:15:00,0,0
7254,26/08/2020 , 02:30:00,0,0
7255,26/08/2020 , 02:45:00,0,0
7256,26/08/2020 , 03:00:00,0,0
7257,26/08/2020 , 03:15:00,0,0
7258,26/08/2020 , 03:30:00,0,0
7259,26/08/2020 , 03:45:00,0,0
7260,26/08/2020 , 04:00:00,0,0
7261,26/08/2020 , 04:15:00,0,0
7262,26/08/2020 , 04:30:00,0,0
7263,26/08/2020 , 04:45:00,0,0
7264,26/08/2020 , 05:00:00,0,0
7265,26/08/2020 , 05:15:00,0,0
