"","date","GPP.daily","GPP.daily.sd","ER.daily","ER.daily.sd","K600.daily","K600.daily.sd","warnings","errors"
"118",2021-09-12,2.79580921580327,0.205247245444114,-5.30305362133716,0.431904433435223,4.14746467299792,0.408169410279324,"overall warnings",""
"119",2021-09-13,2.5154181715032,0.180768077543597,-5.16953811085527,0.489587636112026,3.80215560578598,0.425710529623283,"overall warnings",""
"120",2021-09-14,2.52374712711273,0.187432673977473,-5.190369225171,0.437656473988792,4.35777751667178,0.367412941455455,"overall warnings",""
"121",2021-09-15,2.76360851485427,0.186718506165997,-5.5361795105976,0.564195880635984,4.3688007631558,0.552423867671878,"overall warnings",""
"122",2021-09-16,3.06976301717159,0.182026186054577,-6.6943662659158,0.460664585858027,4.78934606060489,0.438005884164243,"overall warnings",""
"123",2021-09-17,2.30971600862174,0.17869451006174,-4.80722432715339,0.489035793403043,3.15185131528729,0.476119522095748,"overall warnings",""
"124",2021-09-18,2.194871698379,0.192247327601452,-4.76742944120646,0.559295600031738,3.81833138993017,0.517885876558072,"overall warnings",""
"125",2021-09-19,2.03387623169693,0.158626586413546,-5.05329665311583,0.441231800096681,4.62287222138558,0.431048527582046,"overall warnings",""
"126",2021-09-20,1.73658190510065,0.176569001083622,-5.21108491907136,0.788584265316769,4.4653531341277,0.731911410847519,"overall warnings",""
"127",2021-09-21,2.21518638806132,0.214430550378011,-4.2912340261338,0.554588571939588,4.36033198945194,0.550529332568519,"overall warnings",""
"128",2021-09-22,1.98046769100002,0.179712533229111,-3.85565060111578,0.411231022462239,4.2627134429488,0.475717676276723,"overall warnings",""
"129",2021-09-23,2.2038796172421,0.178598881894468,-5.64718759050808,0.536780925439517,4.13461656578871,0.569872911641099,"overall warnings",""
"130",2021-09-24,2.09057108402756,0.178500252136877,-4.98834153786674,0.593770957457119,3.94010237981249,0.550045577938742,"overall warnings",""
"131",2021-09-25,1.70211671883091,0.160668487250321,-3.88776060691254,0.389794876760146,4.01293324815162,0.447409456961642,"overall warnings",""
"132",2021-09-26,1.82943618799194,0.165481125391556,-3.57723744043547,0.410584149500741,2.98163003979925,0.562136355971742,"overall warnings",""
"133",2021-09-27,NA,NA,NA,NA,NA,NA,"overall warnings","data don't end when expected"
