"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2020-09-17,1.10100903019724,0.559073280574273,1.57274396055337,-5.16378453614956,-6.77500532463024,-2.87505794435764,"w      ","",""
2020-09-18,1.01893858616867,0.592872474621035,1.4435631470184,-5.83722538457425,-7.73981459083434,-3.98242911337217,"w      ","",""
2020-09-19,1.46657930236175,0.975875913289956,1.99093323112905,-5.97675814929906,-7.9681731251907,-4.06038725627865,"w      ","",""
2020-09-20,1.38756351344238,0.829653819878167,2.05004187725798,-5.35336134262158,-7.63760673308177,-3.63106163776406,"w      ","",""
2020-09-21,0.804035116219245,0.280712123519251,1.28606790671819,-4.86466032328258,-6.95464528772797,-2.67569502941212,"w      ","",""
2020-09-22,1.00705410317122,0.565065348832851,1.46530827050258,-5.03095666256564,-6.89607571592002,-3.55046445445157,"w      ","",""
2020-09-23,1.64633763096731,1.11035282673499,2.18011915316816,-6.05584928438165,-7.63836177603367,-4.4027257114143,"w      ","",""
2020-09-24,1.04615239320703,0.652063364634663,1.51147739593148,-5.90106073870055,-8.71689939200028,-3.56143403009279,"w      ","",""
2020-09-25,1.02277468378099,0.618265904092348,1.43750082646546,-5.83512331773588,-7.94521748384994,-3.86187969253468,"w      ","",""
2020-09-26,0.749239330689158,0.381574250461382,1.14098522052378,-5.14314841065601,-6.98132638413287,-3.35499864569068,"w      ","",""
2020-09-27,0.955776399778872,0.494776053547581,1.38467487254911,-5.18253104273882,-6.8906016422388,-3.22247314672211,"w      ","",""
2020-09-28,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-05-07,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-05-08,0.0251252904784813,0.000938643182761843,0.155914969214577,-0.162795665213797,-0.58175226099801,-0.0160783206216891,"w      ","",""
2021-05-09,0.0442892094663812,0.00228071482331295,0.271731941456002,-0.0921200503351538,-0.458986755489323,-0.00361315000194261,"w      ","",""
2021-05-10,0.0688005120337069,0.00555864301013334,0.280224345232233,-0.11702848369307,-0.572331954179468,-0.00437739371606184,"w      ","",""
2021-05-11,0.0914875068745412,0.00658278613171196,0.351102811824088,-0.135189538806413,-0.52985109843379,-0.00804352858347005,"w      ","",""
2021-05-12,0.111184719984981,0.00654360325269523,0.364241793891908,-0.0838448528819716,-0.472502518090202,-0.00163520826454582,"w      ","",""
2021-05-13,0.0519953746126784,0.00279254855037496,0.211563074783456,-0.139049267016737,-0.537392869698975,-0.0111953235279233,"w      ","",""
2021-05-14,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-05-15,0.108450527657943,0.00856883623539679,0.373255575747391,-0.0755682129175304,-0.369355094411028,-0.00175158252467299,"w      ","",""
2021-05-16,0.212864058793292,0.0160603234526638,0.55236372823663,-0.0788602373955277,-0.422377103407755,-0.00305371575324716,"w      ","",""
2021-05-17,0.13283666588057,0.00543571431505374,0.455087485855118,-0.0788736161489673,-0.367271957232388,-0.00475614401965039,"w      ","",""
2021-05-18,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-05-19,0.0834749691317445,0.00563309727561546,0.358642385402449,-0.0853771245869186,-0.432461961071133,-0.00651076061130901,"w      ","",""
2021-05-20,0.173327665605421,0.00867694609681151,0.633577814261174,-0.0494936250233362,-0.282935078587198,-0.00199187931001373,"w      ","",""
